,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma,Medulloblastoma
miR-6791-3p,2,4,6,11,3,12,3,3,8,4,18,2,6,2,3,10,7,6,9,8,14,9,10,1,6,14,5,2,12,3,4
miR-6791-5p,10,76,168,380,456,118,316,102,240,118,299,10,50,270,15,216,19,59,54,40,169,258,53,24,49,157,426,515,285,306,250
miR-6792-3p,8,18,20,46,39,17,21,12,26,17,47,7,9,24,2,48,11,11,15,9,34,55,13,4,13,49,18,35,52,47,16
miR-6792-5p,1,13,3,26,21,11,22,4,11,9,15,3,7,22,0,8,2,1,5,1,5,8,1,0,2,2,21,32,10,26,21
miR-6793-5p,0,3,6,17,42,5,10,2,10,7,2,2,3,11,1,20,2,5,6,3,12,22,2,1,5,14,32,47,18,25,14
miR-6794-3p,27,35,49,59,26,56,25,28,56,17,70,26,30,21,19,24,46,39,32,14,32,38,41,25,24,42,12,62,58,33,51
miR-6794-5p,59,329,384,1212,1333,386,985,314,719,335,897,63,199,756,70,129,105,242,219,135,220,396,176,88,143,256,1428,1343,739,918,702
miR-6795-3p,0,10,7,23,16,27,7,23,13,6,25,3,9,9,6,19,23,7,10,12,18,25,12,10,8,27,10,18,30,13,15
miR-6796-3p,9,38,53,163,127,54,80,56,94,35,147,4,16,96,14,73,23,15,29,19,56,82,29,14,15,64,101,125,140,128,68
miR-6796-5p,4,9,5,58,52,8,34,21,19,9,18,0,2,30,1,23,1,4,7,4,22,19,3,4,5,19,59,89,34,29,28
miR-6797-3p,5,13,12,24,26,10,12,12,12,6,17,5,5,7,3,14,7,12,9,3,7,17,6,6,7,13,10,12,20,13,9
miR-6797-5p,45,297,373,1317,1737,414,1120,335,764,381,751,46,157,859,41,45,77,192,136,100,179,354,94,58,116,163,1801,1723,1171,1052,689
miR-6798-5p,65,160,223,707,1387,261,542,249,338,284,550,40,106,580,37,102,142,170,123,104,151,273,158,75,107,320,1066,814,767,526,555
miR-6799-3p,5,6,8,14,8,2,3,0,14,3,7,3,7,7,2,19,1,5,2,7,11,7,5,5,1,13,1,10,85,10,5
miR-6799-5p,60,328,592,1587,2071,547,1254,455,760,506,738,79,172,1084,78,426,156,228,272,218,336,752,162,80,216,510,2238,2260,971,1387,1012
miR-6800-3p,3,12,21,17,10,23,9,12,7,4,11,5,10,6,3,36,16,7,10,16,25,41,11,12,8,24,7,17,33,17,9
miR-6800-5p,43,77,85,327,417,223,252,66,213,194,215,95,70,100,26,38,50,44,43,85,92,93,91,40,54,51,188,227,212,148,88
miR-6801-3p,2,7,12,29,31,11,19,8,17,3,17,3,5,7,0,57,5,4,11,6,21,30,7,2,9,25,15,40,29,17,11
miR-6801-5p,2,8,11,40,28,8,28,10,12,11,33,2,3,31,1,23,2,0,7,1,11,17,1,2,1,10,44,44,24,28,16
miR-6802-3p,3,10,8,18,8,9,5,3,10,2,8,6,9,7,2,14,15,6,6,7,10,4,12,11,6,11,6,11,9,19,10
miR-6802-5p,4,13,12,24,23,27,23,9,15,12,24,7,11,13,2,10,10,7,7,22,9,7,13,6,7,5,16,23,53,21,12
miR-6803-3p,18,22,53,65,29,41,24,45,54,37,25,32,33,35,27,45,48,32,36,46,19,41,40,30,30,52,19,46,73,38,37
miR-6803-5p,502,2991,4696,5321,8360,4394,5080,1696,3662,3050,4649,598,1737,3792,730,2027,2980,2407,2269,2243,2966,5821,3135,939,1970,4890,6562,4086,4730,3894,3496
miR-6804-3p,14,11,26,70,27,31,21,22,28,16,37,9,12,15,5,117,15,12,24,15,63,86,21,9,25,82,31,46,68,75,25
miR-6805-5p,0,5,11,20,22,9,7,6,9,7,21,2,3,17,2,7,5,3,4,4,7,3,9,5,5,6,21,31,24,15,8
miR-6806-3p,1,0,2,2,2,2,1,2,4,1,4,1,1,5,0,6,0,1,2,3,3,4,7,0,0,5,1,5,1,7,1
miR-6806-5p,3,12,19,38,34,5,36,15,22,19,39,0,1,27,1,24,0,10,1,6,20,27,7,1,4,19,47,61,40,32,23
miR-6807-3p,1,2,17,41,14,8,11,3,17,5,28,2,5,6,1,69,8,9,15,2,42,62,12,7,3,49,5,26,26,23,13
miR-6807-5p,3,24,38,136,476,47,114,19,75,48,67,1,16,72,2,31,4,18,16,9,18,34,9,3,13,33,196,225,161,129,71
miR-6808-5p,18,125,175,719,725,221,503,227,368,204,417,12,87,420,31,83,50,83,103,53,112,228,67,36,51,132,773,863,483,507,338
miR-6809-3p,1,5,6,3,9,2,1,2,0,3,8,3,3,3,1,12,6,1,1,8,11,23,7,2,4,9,3,11,6,10,5
miR-6809-5p,12,37,40,131,127,53,67,37,60,37,80,20,31,76,12,21,51,23,22,33,32,49,42,28,27,33,133,145,76,78,47
miR-6810-3p,4,8,20,39,21,21,12,12,10,28,21,4,7,11,4,37,14,10,12,15,43,33,18,7,11,35,11,24,52,27,19
miR-6810-5p,4,21,24,136,133,39,101,45,59,29,72,3,15,79,5,4,4,10,18,12,11,30,13,6,8,15,101,181,82,114,55
miR-6811-3p,4,1,8,10,6,3,2,3,5,1,9,2,6,4,1,24,1,5,9,1,18,20,7,3,6,15,6,11,15,17,1
miR-6811-5p,1,0,3,3,2,3,5,2,6,1,6,0,0,2,0,1,0,1,1,2,3,4,0,0,1,5,0,10,6,2,1
miR-6812-5p,40,188,265,892,1094,343,684,244,474,250,482,40,113,480,55,64,76,113,143,144,177,223,119,79,100,122,896,1063,479,754,378
miR-6813-3p,4,13,22,68,50,18,33,28,37,11,39,5,18,20,2,32,17,9,12,13,29,34,17,2,7,11,29,53,27,39,19
miR-6813-5p,1,7,6,34,32,4,24,8,18,12,21,4,2,30,0,9,1,4,8,1,5,15,4,3,2,10,32,27,22,29,11
miR-6814-3p,0,4,3,15,1,0,2,1,3,0,0,0,0,0,1,5,1,1,0,0,1,2,1,2,8,2,0,4,4,3,1
miR-6814-5p,0,3,13,15,3,6,5,0,6,3,20,1,6,5,0,5,0,1,0,2,4,11,5,1,0,3,11,23,10,4,8
miR-6815-3p,0,3,3,3,1,7,3,2,2,1,0,0,0,2,0,9,2,0,2,4,5,3,3,3,7,6,2,8,8,4,0
miR-6815-5p,3,7,22,26,18,12,8,6,8,12,20,3,5,18,5,13,2,2,3,4,10,7,8,3,2,7,17,31,18,13,10
miR-6816-3p,7,13,15,24,38,28,10,15,9,8,31,10,10,11,6,8,19,8,12,5,15,22,20,8,13,11,14,18,33,21,10
miR-6817-3p,1,0,1,5,4,0,1,1,2,0,0,1,3,1,1,4,3,0,1,0,4,1,1,4,5,0,2,3,2,3,0
miR-6817-5p,1,4,3,4,3,0,3,3,2,1,1,0,3,1,0,14,1,0,0,0,1,7,2,0,2,7,0,6,5,5,1
miR-6818-3p,2,0,4,15,1,0,3,5,6,0,1,1,0,2,0,2,1,3,6,2,4,0,1,3,4,4,5,1,8,8,4
miR-6818-5p,3,4,4,8,3,4,3,4,14,4,5,6,2,9,6,4,3,2,2,2,7,7,4,4,2,7,4,13,8,13,8
miR-6819-3p,9,43,53,162,110,74,73,47,77,31,107,10,25,57,5,78,34,13,48,14,69,104,29,8,25,72,73,155,97,99,56
miR-6819-5p,6,41,72,242,308,106,242,54,145,72,146,11,21,134,11,31,29,33,28,18,33,72,27,11,22,39,278,315,140,177,110
miR-6820-3p,9,6,16,24,6,17,6,14,10,3,24,5,5,6,8,12,27,13,15,12,7,13,14,11,17,20,14,21,40,22,12
miR-6821-3p,7,16,29,11,36,28,9,24,9,13,20,2,3,13,3,25,11,7,9,6,21,19,21,6,15,32,13,16,153,10,13
miR-6821-5p,75,335,469,666,1459,279,456,410,280,417,793,57,174,446,44,432,304,245,185,364,487,627,705,139,296,1092,895,615,700,433,453
miR-6822-3p,0,1,3,2,0,2,0,5,0,2,4,0,1,0,0,7,0,0,0,0,6,6,0,2,1,5,0,4,9,4,3
miR-6822-5p,11,29,12,79,54,29,67,24,36,41,42,27,13,38,2,11,5,11,4,6,15,18,10,8,17,18,84,81,404,59,39
miR-6823-3p,3,1,4,8,3,1,4,1,6,0,1,0,2,0,2,12,2,2,2,1,9,6,9,0,1,12,1,4,14,5,6
miR-6823-5p,2,0,4,41,24,8,6,9,9,7,2,0,2,13,0,3,4,0,2,2,2,3,1,3,3,4,15,18,19,13,9
miR-6824-5p,17,99,125,296,352,110,258,82,179,119,230,11,53,206,15,64,31,55,53,54,82,135,34,19,21,75,409,423,213,244,160
miR-6825-3p,0,8,6,17,62,8,3,5,5,4,12,7,9,0,2,32,5,1,5,8,11,19,8,4,6,15,6,15,7,6,7
miR-6825-5p,6,11,22,62,93,26,71,24,27,17,53,7,10,44,7,19,6,6,9,13,12,23,16,6,9,13,76,95,48,80,33
miR-6826-5p,0,1,14,15,6,10,3,3,0,0,11,0,1,1,1,2,4,0,0,2,1,3,0,2,4,4,4,6,11,4,4
miR-6827-3p,0,1,3,20,4,5,8,26,10,4,9,0,5,12,0,7,9,3,2,3,17,8,11,5,6,10,13,12,12,18,10
miR-6827-5p,4,20,19,125,90,38,112,30,34,23,37,1,7,51,5,48,16,12,23,4,32,42,10,5,6,36,93,123,58,88,35
miR-6828-3p,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,0,0,0,0,3,0,0,4,2,1
miR-6828-5p,3,12,13,62,22,6,34,11,36,10,26,0,8,33,2,5,4,5,8,3,13,21,6,6,6,4,49,76,46,34,28
miR-6829-5p,3,41,66,228,262,45,238,50,118,79,152,3,22,168,5,21,13,28,30,13,34,83,11,11,37,48,404,323,133,178,129
miR-6830-3p,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,1,0,3,0,4,3,0,0,2,1,2
miR-6830-5p,8,36,45,238,158,40,137,50,96,68,155,6,13,126,8,9,19,23,17,19,26,50,14,7,11,23,205,229,157,144,84
miR-6831-3p,1,1,5,2,1,0,0,1,0,0,2,0,0,1,0,4,0,0,1,0,5,0,0,1,0,0,1,2,3,1,0
miR-6831-5p,8,8,22,89,106,25,58,20,39,20,65,7,15,43,4,11,9,14,7,13,8,33,13,4,9,4,71,108,279,82,32
miR-6832-3p,0,0,1,10,5,6,2,1,3,2,4,0,2,0,0,1,3,2,1,7,2,4,3,1,3,1,0,0,5,1,1
miR-6832-5p,2,4,6,54,12,7,10,4,10,3,7,0,8,6,0,2,0,2,8,0,7,8,1,1,1,4,23,27,11,10,5
miR-6833-3p,10,6,6,22,0,6,4,6,7,4,3,6,5,0,6,4,7,8,4,4,5,4,2,3,3,6,4,7,9,6,0
miR-6833-5p,8,26,50,244,204,78,204,58,113,62,101,8,22,133,6,16,21,24,28,32,39,72,15,9,24,40,258,302,125,211,122
miR-6834-3p,0,3,2,5,1,3,4,7,1,0,5,1,2,4,1,0,4,7,2,3,5,3,6,1,6,2,0,3,6,3,3
miR-6834-5p,0,6,10,16,26,7,21,16,9,8,23,0,2,8,1,9,5,7,3,3,4,10,1,0,3,16,21,31,34,29,13
miR-6835-3p,1,0,7,12,1,3,0,2,3,2,2,2,0,3,0,1,0,0,1,2,1,2,0,1,3,3,7,10,0,13,4
miR-6835-5p,4,16,15,64,61,14,33,22,57,8,50,2,6,24,1,3,6,13,10,0,10,11,2,6,10,11,56,89,33,73,36
miR-6836-5p,5,72,95,236,168,68,144,74,83,68,166,5,36,126,13,74,34,44,41,38,59,108,48,12,29,73,191,228,190,161,116
miR-6837-3p,0,2,5,10,3,2,0,1,4,2,3,0,0,2,0,14,1,2,6,0,3,7,0,0,5,6,9,13,9,9,4
miR-6837-5p,0,49,58,246,220,55,170,79,140,45,131,9,20,104,5,14,8,20,16,17,36,35,19,6,23,24,236,289,118,135,90
miR-6838-3p,0,0,1,14,4,2,0,10,2,2,1,2,3,2,0,1,2,1,0,0,0,0,1,0,4,3,0,4,0,1,2
miR-6839-5p,0,3,0,4,1,1,2,3,0,4,0,1,2,3,0,2,0,0,0,0,0,2,0,0,4,2,3,1,1,4,1
miR-6840-3p,1,8,16,53,39,14,25,10,17,6,21,0,2,25,1,78,1,4,21,2,66,105,11,1,8,47,44,38,29,36,24
miR-6840-5p,1,8,21,48,22,7,28,15,29,2,25,1,4,22,1,8,2,6,0,4,8,19,1,4,0,4,25,64,14,36,18
miR-6841-3p,0,1,2,1,1,2,0,0,0,1,5,0,2,1,1,15,2,0,1,2,9,7,6,2,1,5,2,6,7,7,2
miR-6841-5p,0,0,5,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0
miR-6842-3p,2,2,4,5,1,1,7,2,6,0,2,2,1,1,0,7,2,2,3,0,5,1,3,4,1,1,1,5,4,0,3
miR-6842-5p,1,1,0,5,2,0,1,2,3,2,2,0,0,2,1,2,0,0,1,1,1,2,0,0,2,1,4,3,3,4,3
miR-6843-3p,1,0,3,1,3,5,1,4,0,2,5,0,2,0,1,6,2,0,1,1,5,7,7,2,4,3,0,2,8,6,5
miR-6844,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
miR-6845-5p,33,213,443,775,1394,279,750,248,496,275,627,45,130,613,41,109,103,145,145,120,170,332,160,50,132,301,1439,978,889,648,581
miR-6846-3p,3,3,6,11,6,7,6,1,3,2,16,4,2,6,1,4,3,3,3,2,4,10,4,5,3,6,5,3,14,4,2
miR-6846-5p,6,19,26,126,118,52,66,36,59,38,54,4,29,66,5,5,5,16,12,10,12,33,14,6,13,18,127,117,83,92,52
miR-6847-3p,0,0,2,3,3,3,0,2,2,1,5,0,1,0,0,12,0,1,1,0,6,6,0,0,3,13,3,5,12,11,1
miR-6847-5p,7,10,16,80,58,21,53,25,51,23,49,5,15,50,1,17,10,9,4,8,19,23,11,3,4,13,74,117,60,73,33
miR-6848-3p,1,10,8,64,8,12,2,54,49,1,21,5,2,1,1,18,16,10,2,5,14,24,12,3,13,7,6,9,17,20,5
miR-6848-5p,3,20,24,125,120,33,79,25,53,17,58,3,12,94,8,27,7,12,22,4,24,46,6,6,7,31,139,158,61,97,56
miR-6849-3p,2,4,10,23,18,11,6,6,20,20,27,5,7,3,4,26,4,5,6,2,41,23,4,2,4,27,5,18,26,21,9
miR-6849-5p,2,24,19,56,81,23,44,21,28,21,32,8,7,35,2,13,5,6,8,7,6,37,9,10,15,17,71,97,50,53,35
miR-6851-3p,3,8,8,9,6,10,11,5,7,4,15,2,4,5,1,11,11,9,9,11,9,7,6,10,4,5,12,8,5,6,2
miR-6851-5p,16,85,119,393,906,127,287,121,214,87,267,11,45,270,31,45,51,39,59,34,55,104,32,30,50,53,476,537,990,321,258
miR-6852-3p,3,1,2,4,9,11,1,3,4,0,6,1,0,0,1,5,5,2,0,5,6,6,5,1,6,2,3,1,8,1,1
miR-6852-5p,2,18,28,51,34,15,33,8,20,22,21,4,8,29,2,6,7,2,4,3,18,15,6,2,4,10,33,34,27,25,18
miR-6853-3p,1,1,1,7,0,1,2,0,3,0,5,1,2,3,2,5,5,1,2,0,3,3,0,1,3,1,2,2,3,7,0
miR-6853-5p,0,0,3,5,2,3,1,1,2,0,1,1,1,1,0,7,2,0,0,1,3,8,2,3,0,16,3,5,3,4,1
miR-6854-3p,1,0,0,7,1,0,0,0,1,1,1,0,4,0,0,6,1,0,0,1,1,1,1,0,1,1,0,2,3,1,2
miR-6854-5p,0,0,4,4,1,0,3,0,0,0,1,0,0,2,0,4,2,0,1,0,2,4,0,0,0,4,2,3,1,4,0
miR-6855-3p,1,6,6,9,8,2,8,6,6,3,7,4,4,6,0,2,4,7,1,6,0,1,3,5,5,8,10,5,10,13,9
miR-6855-5p,0,0,3,7,7,3,3,2,2,2,3,0,0,1,2,6,1,1,1,0,1,1,0,2,0,1,7,10,4,4,2
miR-6856-3p,1,0,2,6,0,0,0,1,2,0,0,0,1,0,0,4,1,1,1,1,3,0,4,2,4,1,0,1,5,4,0
miR-6856-5p,6,20,21,130,133,47,63,17,70,26,69,18,21,101,7,18,15,13,25,10,10,23,13,16,9,16,175,208,75,87,65
miR-6857-3p,1,1,3,2,1,3,0,1,5,0,1,0,4,1,3,5,7,3,0,0,5,2,2,1,1,1,1,2,6,4,3
miR-6857-5p,0,5,7,30,27,10,21,7,11,4,23,2,4,11,0,5,1,2,3,1,7,14,3,1,2,3,37,23,19,30,19
miR-6859-3p,2,11,11,68,55,12,30,39,24,6,13,0,2,43,1,27,0,0,4,1,15,23,2,1,3,21,75,67,49,65,27
miR-6859-5p,9,34,56,273,304,82,167,82,167,53,69,9,14,199,10,47,9,32,44,13,39,56,17,5,25,53,446,305,264,322,134
miR-6861-3p,12,10,12,77,25,22,20,34,41,13,23,5,18,9,8,9,46,14,19,21,19,17,9,8,17,14,13,19,30,76,50
miR-6862-3p,12,34,66,75,42,38,30,13,26,17,65,18,25,28,10,136,29,16,45,42,74,110,25,16,24,100,36,69,90,66,40
miR-6862-5p,7,19,36,95,164,22,76,24,61,29,76,5,20,84,3,13,5,17,10,4,16,28,14,3,8,19,152,132,69,79,54
miR-6863,1,0,0,2,3,0,0,1,0,0,0,0,0,1,0,1,2,1,0,1,1,1,0,1,0,3,1,2,0,2,0
miR-6864-3p,0,1,5,6,4,0,4,4,1,1,2,1,2,0,1,0,5,2,1,0,2,8,3,2,5,3,1,1,10,1,2
miR-6864-5p,1,1,6,28,40,7,20,24,7,2,8,0,0,16,0,5,0,1,4,0,0,1,0,0,6,1,29,26,6,24,12
miR-6865-5p,3,34,49,247,291,55,153,72,103,46,142,6,25,97,5,7,12,18,27,7,23,31,16,4,16,29,234,318,158,178,120
miR-6866-3p,0,1,2,6,1,5,4,1,0,3,3,2,1,2,1,5,0,2,6,1,4,7,4,3,3,8,1,8,3,0,7
miR-6866-5p,0,1,2,10,1,0,2,2,2,0,0,3,0,2,1,0,1,1,2,2,6,2,4,3,1,1,0,2,3,1,5
miR-6867-3p,3,3,1,8,4,3,5,3,4,4,5,3,6,3,1,6,1,4,0,6,13,6,3,2,5,5,2,4,6,2,1
miR-6867-5p,2,15,5,34,20,8,22,12,23,4,24,3,1,17,2,1,0,3,5,4,6,7,2,3,3,7,49,49,20,28,16
miR-6868-3p,3,14,9,43,2,10,1,0,17,3,1,3,9,2,5,6,0,13,9,2,2,3,7,12,7,6,6,1,12,6,6
miR-6868-5p,1,2,6,18,39,0,6,1,2,8,7,0,0,7,0,4,1,0,1,2,2,4,5,1,3,3,11,19,2,11,2
miR-6869-5p,59,101,121,178,162,129,100,121,53,119,156,32,94,115,23,60,53,117,74,126,127,162,90,48,49,153,199,111,249,89,131
miR-6870-3p,10,21,21,38,37,33,16,14,36,9,40,16,22,11,3,18,17,18,5,18,31,37,26,10,19,17,13,20,37,19,11
miR-6870-5p,12,46,110,173,287,110,161,52,137,91,180,13,37,117,14,21,54,40,35,45,38,88,32,25,50,186,226,276,173,150,124
miR-6871-5p,2,6,9,38,15,8,26,4,16,10,24,3,3,20,6,23,5,3,5,2,14,18,4,4,7,12,29,26,14,32,18
miR-6872-3p,0,14,17,20,10,18,6,2,20,9,28,3,7,7,8,56,9,6,10,12,39,53,12,7,8,32,15,18,31,26,11
miR-6872-5p,0,0,2,3,3,4,1,3,0,1,7,0,1,5,2,2,2,0,1,0,7,7,3,0,4,4,2,3,5,4,0
miR-6873-3p,0,10,4,6,4,11,5,3,9,2,6,2,4,2,2,13,8,5,6,3,9,6,2,3,2,19,14,11,39,21,20
miR-6873-5p,3,31,28,182,108,39,93,38,91,26,98,3,9,59,5,9,6,10,15,17,17,23,11,16,17,16,101,162,80,103,62
miR-6874-3p,0,2,8,17,1,8,3,7,9,4,2,4,3,6,2,7,2,5,1,0,9,15,4,3,3,10,2,8,18,11,10
miR-6874-5p,0,6,8,36,28,12,20,6,9,8,28,1,4,27,2,4,1,4,4,3,7,10,1,1,6,4,39,25,19,38,19
miR-6875-5p,38,218,461,362,675,308,374,83,189,306,473,62,153,282,57,70,135,276,114,186,168,240,136,92,110,332,632,449,496,278,274
miR-6876-3p,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,9,1,1,1,0,5,7,0,1,2,4,0,4,11,5,2
miR-6877-3p,6,16,67,93,48,39,27,14,19,11,47,4,4,13,1,474,18,18,48,10,254,326,32,6,17,245,37,87,108,89,19
miR-6877-5p,14,102,197,588,959,172,530,168,340,198,372,17,52,491,33,50,44,83,68,47,67,150,35,29,93,112,948,1072,359,485,406
miR-6878-3p,0,3,0,10,0,2,1,1,2,4,9,0,4,6,2,5,0,0,0,4,6,6,4,0,7,5,7,5,7,0,5
miR-6878-5p,4,3,10,35,30,9,11,12,8,6,21,0,5,33,0,0,0,1,5,1,0,9,1,3,4,3,50,43,23,35,23
miR-6880-5p,11,152,220,1109,1021,273,684,360,506,226,481,34,94,630,46,50,63,121,108,76,147,176,84,41,79,101,1228,1467,645,670,549
miR-6881-3p,0,6,2,7,2,6,0,0,7,0,3,1,2,1,1,9,0,0,1,0,4,5,3,0,6,2,2,4,9,6,5
miR-6881-5p,1,14,15,51,97,21,68,13,32,33,50,1,6,37,2,3,3,9,10,6,8,13,4,2,6,12,79,76,42,48,29
miR-6882-3p,0,4,3,14,5,7,1,2,6,4,5,3,2,1,1,37,0,1,6,2,23,15,9,1,4,23,7,18,29,8,5
miR-6882-5p,3,6,3,17,56,5,11,7,10,4,18,1,8,13,0,10,3,1,1,5,1,4,5,2,2,4,13,16,11,10,10
miR-6883-3p,1,3,3,9,10,4,1,4,6,1,6,1,2,3,1,2,5,1,2,1,4,5,4,4,1,3,2,4,12,5,3
miR-6883-5p,2,9,25,67,107,20,35,23,37,7,5,5,2,32,2,3,4,4,10,2,4,28,1,2,4,4,70,84,33,40,25
miR-6884-3p,4,11,8,23,17,27,15,8,26,12,14,2,10,10,1,31,16,10,7,9,50,49,17,10,15,26,14,19,45,26,15
miR-6884-5p,5,8,8,38,64,13,47,18,36,13,30,1,7,37,1,1,6,6,5,10,5,6,7,0,5,10,66,83,24,49,36
miR-6885-3p,2,13,16,19,7,17,7,16,14,1,8,7,8,3,9,10,11,9,7,5,17,26,12,4,8,6,2,13,10,13,8
miR-6885-5p,4,8,13,41,38,23,28,15,30,13,31,5,10,18,6,3,9,8,7,23,19,16,9,5,14,16,25,45,33,30,16
miR-6886-3p,4,13,14,23,21,19,5,18,6,6,25,5,15,8,0,41,10,8,17,12,37,38,16,4,6,46,8,13,40,14,5
miR-6886-5p,6,18,16,68,58,10,45,13,45,14,41,4,4,40,3,30,6,10,3,9,16,25,6,2,8,12,60,91,51,62,29
miR-6887-3p,4,6,6,19,11,13,7,16,7,2,14,1,4,1,6,6,10,1,6,9,7,9,11,5,11,6,3,8,15,11,6
miR-6887-5p,14,57,77,274,371,106,216,73,151,76,168,10,29,176,7,15,25,33,31,37,36,98,26,8,25,36,363,345,149,202,159
miR-6888-3p,0,2,3,0,0,0,1,2,0,1,0,0,0,2,0,4,3,0,2,0,2,0,0,0,0,2,2,1,1,3,3
miR-6888-5p,3,6,18,47,38,2,56,14,34,2,21,1,10,21,3,1,2,8,4,3,6,15,7,1,5,5,69,47,20,38,27
miR-6889-3p,6,5,9,7,4,8,5,3,1,1,7,1,1,5,1,6,1,3,3,1,9,2,3,2,6,9,0,1,10,5,10
miR-6889-5p,1,7,18,23,60,7,26,12,15,14,36,1,3,13,2,8,9,5,5,3,7,11,5,3,1,9,32,40,16,12,18
miR-6890-3p,0,5,6,25,10,4,6,10,18,4,13,0,1,9,1,26,2,0,13,2,38,16,5,9,7,21,5,16,21,8,6
miR-6890-5p,8,45,52,207,207,62,139,66,103,42,96,6,24,100,10,13,19,21,11,19,21,61,24,8,19,30,239,219,112,137,79
miR-6891-3p,3,4,3,13,17,8,4,6,6,4,6,2,4,4,2,13,9,3,3,8,13,20,7,4,6,10,6,1,26,12,3
miR-6892-3p,12,56,64,147,85,62,78,48,39,64,90,20,21,27,11,84,34,36,40,44,60,132,34,21,25,73,58,100,133,111,53
miR-6892-5p,4,11,10,47,42,3,26,29,13,14,21,1,6,12,0,5,6,5,10,6,10,24,3,6,8,11,25,26,41,35,16
miR-6893-3p,1,0,7,35,13,14,10,12,8,3,24,0,3,7,4,66,4,4,16,5,33,43,16,0,4,35,7,29,31,19,5
miR-6893-5p,5,72,110,343,420,83,378,106,211,104,239,10,28,174,12,60,30,50,48,25,57,104,28,15,36,95,562,475,221,273,242
miR-6894-5p,102,343,600,1735,2538,452,1511,368,1022,453,1118,98,184,1412,82,84,206,245,236,178,191,444,145,132,140,214,2723,2715,893,1541,1124
miR-6895-3p,2,4,6,9,6,4,1,3,4,1,4,4,0,1,0,3,2,2,3,4,7,3,6,3,1,4,1,2,3,2,0
miR-6895-5p,5,54,57,233,191,64,155,79,86,53,148,9,26,133,4,114,20,28,28,8,62,90,17,8,24,71,206,234,178,179,108
miR-708-5p,2020,546,639,5995,81,713,7860,615,6422,1744,674,5446,136,998,4919,3592,10313,10450,5718,1041,2906,1827,1957,2958,2772,936,1673,6086,7639,7315,3987
miR-7106-3p,3,3,12,6,19,5,6,0,11,0,9,1,0,14,3,18,2,4,4,3,9,19,3,0,2,13,14,7,13,9,11
miR-7106-5p,13,74,138,422,486,179,272,87,206,120,147,12,70,207,15,25,24,41,46,31,39,133,48,29,38,40,372,359,268,371,191
miR-7107-3p,0,0,1,8,0,2,1,1,4,2,3,0,0,0,0,1,0,1,5,1,0,1,1,1,3,1,5,1,13,4,1
miR-7107-5p,127,560,1514,1747,2525,809,1522,814,714,1585,2181,192,535,941,173,518,934,576,361,527,749,1824,840,235,372,2573,2980,1703,2017,1082,1038
miR-7108-5p,221,2082,1779,4374,3300,1477,2625,1015,2672,2090,6885,163,1128,2002,545,1396,920,1768,955,662,1972,4492,1777,572,968,2766,2399,1613,4531,2187,2147
miR-7109-3p,5,5,14,15,9,7,3,8,13,5,9,3,5,7,4,32,8,4,5,3,23,24,11,2,5,27,12,10,30,8,12
miR-7109-5p,8,52,64,238,334,78,259,91,149,63,181,17,31,192,9,11,21,39,43,21,34,76,26,16,28,55,326,348,209,241,165
miR-711,5,30,54,168,218,41,107,41,102,45,95,6,23,119,9,9,10,22,14,6,19,32,13,8,12,29,237,299,99,137,92
miR-7111-3p,6,12,24,42,29,13,1,13,12,7,43,4,3,4,4,13,4,8,7,10,30,12,17,2,3,32,5,14,38,23,9
miR-7111-5p,34,172,282,711,870,297,551,182,373,316,810,39,102,444,22,67,147,124,111,118,145,248,148,56,104,1216,929,877,978,497,362
miR-7112-3p,3,5,1,2,0,3,0,0,5,0,4,0,0,1,0,4,8,1,0,3,3,0,0,1,2,3,0,0,7,3,1
miR-7113-5p,4,15,14,58,23,10,24,13,26,17,8,1,4,24,3,14,14,7,13,4,4,18,8,4,8,8,30,52,38,30,26
miR-7114-3p,10,30,36,88,73,39,32,39,41,30,53,14,14,25,11,33,35,20,21,44,38,47,30,15,23,25,25,43,72,47,32
miR-7114-5p,3,13,13,44,90,8,34,17,18,15,37,0,9,25,2,11,1,9,11,7,3,14,5,7,9,24,44,67,27,27,22
miR-7-1-3p,1600,849,1825,4000,328,765,1754,5097,1193,186,421,1724,1947,4088,1676,2056,2744,2583,2295,561,603,1095,911,2040,477,2450,1484,2121,1160,2301,2211
miR-7150,188,2014,2833,17653,25331,4370,14042,8444,9384,1789,4436,328,487,7068,324,379,405,834,1358,600,587,1623,633,251,884,2046,15954,14585,4572,12523,8964
